GroupId,GroupName,GroupDescription,ID,Shortname,LongName,Description
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5158,CLPIF,Cic_Layer_Panel_Interior_Finish,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5159,CLPEL,Cic_Layer_Panel_Edge_Left,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5160,CLPELF,Cic_Layer_Panel_Edge_Left_Finish,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5161,CLPER,Cic_Layer_Panel_Edge_Right,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5162,CLPERF,Cic_Layer_Panel_Edge_Right_Finish,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5163,CLPEFR,Cic_Layer_Panel_Edge_FRont,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5164,CLPEFF,Cic_Layer_Panel_Edge_Front_Finish,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5165,CLPEB,Cic_Layer_Panel_Edge_Back,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5166,CLPEBF,Cic_Layer_Panel_Edge_Back_Finish,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5167,CLA,Cic_Layer_Accessory,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5168,CLA1,Cic_Layer_Accessory_1,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5169,CLA2,Cic_Layer_Accessory_2,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5170,CLA3,Cic_Layer_Accessory_3,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5171,CLA4,Cic_Layer_Accessory_4,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5172,CLFH2,Cic_Layer_Front_H_2,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5173,CLFH,Cic_Layer_Front_H,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5174,CLFV2,Cic_Layer_Front_V_2,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5175,CLFV,Cic_Layer_Front_V,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5176,CLNF,Cic_Layer_NewFormat,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5177,CCADRT,CiC_ApplianceDefault_RangeTop,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5178,CCADC,CiC_ApplianceDefault_Cooktop,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5179,CCADR,CiC_ApplianceDefault_Refrigerator,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5180,CCADH,CiC_ApplianceDefault_Hood,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5181,CCADM,CiC_ApplianceDefault_Microwave,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5182,CCADO,CiC_ApplianceDefault_Oven,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5183,CCADSA,CiC_ApplianceDefault_ShelfAppliance,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5184,CCADBM,CiC_ApplianceDefault_BottomMolding,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5185,CCADS,CiC_ApplianceDefault_Sink,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5186,CCADAS,CiC_ApplianceDefault_ApronSink,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5187,CCADT,CiC_ApplianceDefault_Toekick,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5188,CCADTM,CiC_ApplianceDefault_TopMolding,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5189,CCADW,CiC_ApplianceDefault_Worktop,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5190,CCDTIW,CiC_DecorativeTypeIntegration_Worktop,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5191,CCNHD4,CiC_NumHorizontalDwr4,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5192,CCCSBC,CiC_Common_Shelf_Backtype_Corner,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5193,CCCMW,CiC_Common_Manufacturer_Worktop,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5194,CCGM,CiC_GlobalMolding,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5195,CCGTK,CiC_GlobalToekick,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5196,CCSDTK,CiC_SideDownToeKick,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5197,CCTKSP,CiC_ToeKickSidesPath,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5198,CCCST,CiC_CorbelSTyle,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5199,CCHPS,CIC_HandlesPositioningService,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5200,CCDABL,CiC_DecorativeAttachBottomLeft,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5201,CCDABR,CiC_DecorativeAttachBottomRight,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5202,CCCCF,CiC_CustomConfigFormat,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5203,CCNHD5,CiC_NumHorizontalDwr5,Used in 2020 Design Database for CiC_AccessoryDepth1
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5204,CCATHT,CiC_ATtacHshapeThick,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5205,CCSPFC,CiC_StylePeninsulaFramedConfig,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5206,CCSCLA,CiC_StructureCLearanceAbove,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5207,CCSCLB,CiC_StructureCLearanceBelow,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5208,CCAPZ2,CiC_CommonAccessoryPositionZ2,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5209,CCGLDH,CiC_GLiDeHeight,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5210,CCDLV,CiC_DoorLockVisibility,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5211,CCSDWD,CIC_StyleDecorativeWallDoor,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5212,CCIRT,CiC_Inter_Rail_Thickness,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5213,CCSTDW,CiC_Common_STyleDraWer,Used in 2020 Design Database for CiC
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5214,CCDVBC,CiC_DiViderBackClear,"Used in 2020 Design Database for CiC. Tip: this is an array variable, which can be read in the follwing manner: CCDVBC[1], ""1"" is for CiC_DiViderBackClear[1] CCDVBC[2], ""2"" is for CiC_DiViderBackClear[2] CCDVBC[3], ""3"" is for CiC_DiViderBackClear[3] CCDVBC[4], ""4"" is for CiC_DiViderBackClear[4] CCDVBC[5], ""5"" is for CiC_DiViderBackClear[5]"
6,Design,Positioning of cabinets and counter measurements for 20-20 DESIGN program.,5215,CCASNS,CIC_AttachedShelfNumShelf,"Used in 2020 Design Database for CiC. Tip: this is an array variable, which can be read in the follwing manner: CCASNS[1], ""1"" is for CIC_AttachedShelfNumShelf[1] CCASNS[2], ""2"" is for CIC_AttachedShelfNumShelf[2] CCASNS[3], ""3"" is for CIC_AttachedShelfNumShelf[3] CCASNS[4], ""4"" is for CIC_AttachedShelfNumShelf[4] CCASNS[5], ""5"" is for CIC_AttachedShelfNumShelf[5]"
